px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.86256	-7.07137	-2.69439	-2.63105	-0.539133	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.41561
6.97775	-6.99848	-2.69866	-2.653	-0.534427	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.106667
7.10851	-6.92856	-2.69212	-2.67809	-0.526701	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.122002
7.25118	-6.83273	-2.73994	-2.69294	-0.512184	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.653961
7.32875	-6.7439	-2.56447	-2.65861	-0.411395	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	9.5612
7.46369	-6.64901	-2.6105	-2.66672	-0.396509	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.586968
7.57574	-6.57447	-2.56761	-2.67035	-0.368948	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.700455
7.69465	-6.50342	-2.5635	-2.68459	-0.363447	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.16791
7.84426	-6.45022	-2.63383	-2.72604	-0.397401	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.18254
7.97246	-6.38366	-2.63518	-2.74153	-0.391442	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.132511
8.03514	-6.30626	-2.4554	-2.70538	-0.307569	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	7.32966
8.14817	-6.23025	-2.48081	-2.70641	-0.293491	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.45216
8.26659	-6.16212	-2.4615	-2.70899	-0.274251	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.418892
8.41004	-6.07025	-2.5267	-2.70612	-0.255599	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.711939
8.50933	-6.0036	-2.47554	-2.69701	-0.223663	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.00816
8.63155	-5.92181	-2.51866	-2.69224	-0.207619	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.466891
8.76315	-5.86737	-2.57213	-2.71232	-0.223028	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.550113
8.90113	-5.77046	-2.64524	-2.70001	-0.199189	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	1.05508
8.99576	-5.69256	-2.5407	-2.66951	-0.13755	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.428
9.1269	-5.58836	-2.61169	-2.65061	-0.111744	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	1.15397
9.21959	-5.49186	-2.50754	-2.61089	-0.0467661	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.05466
9.35017	-5.37466	-2.57119	-2.58638	-0.0202779	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	1.14306
9.4427	-5.27478	-2.49387	-2.54848	0.0341943	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	2.66296
9.56115	-5.15976	-2.54112	-2.52435	0.0555087	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.765635
9.67419	-5.08847	-2.57757	-2.53313	0.0368489	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.485709
9.77791	-4.99753	-2.59305	-2.5207	0.0467469	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.210834
9.86423	-4.8977	-2.50291	-2.48108	0.101108	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.73541
9.96981	-4.80091	-2.51277	-2.46782	0.108269	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.116247
10.0471	-4.69492	-2.42516	-2.42114	0.167356	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.13779
10.1525	-4.56554	-2.48235	-2.39023	0.187881	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.769313
10.2425	-4.46014	-2.47113	-2.36569	0.20589	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.396226
10.3455	-4.33521	-2.51755	-2.34039	0.219108	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.354487
10.4318	-4.23473	-2.51675	-2.3188	0.234394	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.381273
10.5315	-4.0911	-2.60443	-2.28513	0.255187	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	1.09816
10.6465	-3.99631	-2.67617	-2.30294	0.209498	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.99329
10.742	-3.85611	-2.74092	-2.27451	0.226369	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.709941
10.7682	-3.71676	-2.61784	-2.17961	0.347759	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.6811
10.8514	-3.56088	-2.6994	-2.14278	0.366143	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.981449
10.9594	-3.46138	-2.76059	-2.17319	0.292614	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.1924
11.0421	-3.32065	-2.80776	-2.14898	0.301587	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.300865
11.0728	-3.17893	-2.74132	-2.07449	0.388125	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.30277
11.1443	-3.02631	-2.79933	-2.04463	0.397937	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.428421
11.1432	-2.85124	-2.7266	-1.92727	0.539673	11.1386	-2.78926	11.15	-2.8	0	2.73104	13.7863
11.1862	-2.69496	-2.74599	-1.88879	0.547676	11.141	-2.65084	11.15	-2.65	0	2.73102	0.221419
11.1936	-2.53065	-2.7357	-1.80879	0.621434	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.53546
11.2121	-2.40724	-2.68275	-1.7747	0.621601	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.38552
11.301	-2.31694	-2.65443	-1.84008	0.473498	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	15.5911
11.3417	-2.14966	-2.73089	-1.81011	0.478391	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.613415
11.3533	-1.99335	-2.72792	-1.75598	0.519275	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.12148
11.3737	-1.85221	-2.71259	-1.7261	0.520559	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0422279
11.3881	-1.70226	-2.7133	-1.68819	0.535098	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.160868
11.3961	-1.54839	-2.72032	-1.65381	0.539513	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0971805
11.3361	-1.38179	-2.73354	-1.53883	0.668255	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.593
11.3143	-1.23602	-2.72027	-1.49455	0.675109	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.274752
11.2166	-1.05538	-2.82181	-1.35683	0.827575	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.0386
11.1594	-0.912402	-2.80379	-1.29966	0.838404	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.602096
11.0878	-0.766087	-2.86137	-1.22495	0.886763	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.7736
11.0214	-0.635487	-2.85655	-1.17187	0.894753	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.324329
10.9008	-0.47736	-3.01472	-1.06289	0.992767	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	7.79819
10.8121	-0.352023	-3.00921	-1.00565	0.999818	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.230478
10.7172	-0.220347	-3.00281	-0.947419	1.00414	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.0868754
10.6055	-0.13822	-2.91815	-0.873911	1.02476	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	1.19722
10.4563	-0.0130923	-3.11889	-0.775579	1.1016	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	7.66919
10.327	0.0547389	-3.06335	-0.700162	1.12336	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.966127
10.2318	0.121171	-2.91134	-0.654834	1.09988	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.60359
10.1005	0.137952	-2.81521	-0.56501	1.13807	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.43658
9.96201	0.206737	-2.84594	-0.49279	1.15357	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.03591
9.81033	0.215228	-2.77641	-0.394029	1.19173	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.93652
9.65107	0.264016	-2.89681	-0.319625	1.21328	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.19447
9.50381	0.265224	-2.8631	-0.232932	1.24081	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.912532
9.39225	0.256555	-2.57699	-0.154637	1.24203	9.22819	0.16178	9.35	0.15	-1.81963	0	7.16703
9.25077	0.239541	-2.55134	-0.0643161	1.26564	9.24456	0.139817	9.25	0.15	-1.81962	0	0.595498
9.10027	0.254493	-2.68052	-0.00513697	1.26309	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.43702
8.9661	0.251016	-2.68138	0.0581566	1.26319	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.000568263
8.82137	0.247719	-2.75081	0.114688	1.25656	8.84168	0.257617	8.8	0.25	-2.99995	0	0.46314
8.68122	0.231913	-2.75839	0.175129	1.25366	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0436334
8.53478	0.211765	-2.80527	0.230981	1.24564	8.43549	0.247188	8.5	0.25	-2.99323	0	0.31402
8.39112	0.193384	-2.8168	0.280572	1.23168	8.34184	0.250769	8.35	0.25	-2.9932	0	0.318298
8.24877	0.153635	-2.79677	0.343344	1.22721	8.27073	0.243988	8.2	0.25	-2.73233	0	0.178475
8.09712	0.137782	-2.79745	0.380497	1.19571	8.03847	0.260731	8.05	0.25	-2.73234	0	1.07097
7.9541	0.104831	-2.8712	0.416037	1.16793	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.03784
7.81186	0.0688886	-2.8765	0.454483	1.14702	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.699305
7.64602	0.036705	-3.01866	0.468832	1.09496	7.46173	0.143776	7.6	0.15	-2.99599	0	3.676
7.50621	0.0105538	-2.99487	0.490657	1.06147	7.45455	0.149294	7.45	0.15	-2.99596	0	1.27322
7.40402	-0.0725963	-2.80568	0.574242	1.09893	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	5.03464
7.27805	-0.105318	-2.7541	0.598189	1.06257	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.5394
7.12992	-0.15416	-2.86072	0.608229	1.00168	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.23146
6.99349	-0.219301	-2.84424	0.642777	0.980936	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.636905
6.94662	-0.345001	-2.57763	0.767339	1.07955	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	12.3716
6.84954	-0.420235	-2.5437	0.8114	1.06463	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.355446
6.68536	-0.452475	-2.76744	0.755296	0.913553	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	20.159
6.58097	-0.547218	-2.77159	0.797595	0.910083	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0641528
6.52152	-0.695908	-2.66156	0.911109	0.998463	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	5.88459
6.43785	-0.822501	-2.67207	0.971497	1.00387	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0633011
6.39578	-0.971426	-2.6423	1.07519	1.07871	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.29019
6.33798	-1.10553	-2.66814	1.1375	1.08657	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.199646
6.2714	-1.24657	-2.6901	1.19408	1.08134	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.281647
6.22126	-1.40062	-2.71802	1.25936	1.08636	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.164602
6.25154	-1.63702	-2.82863	1.44882	1.2752	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.3397
6.25679	-1.78049	-2.79301	1.52562	1.28279	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.468696
6.26093	-1.91542	-2.78111	1.59286	1.28706	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.122191
6.2838	-2.04914	-2.76248	1.66528	1.2955	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.304512
6.29728	-2.17648	-2.6789	1.71901	1.26587	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.36823
6.32627	-2.32464	-2.68548	1.79006	1.26686	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0246984
6.37777	-2.49073	-2.76887	1.87551	1.28995	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.922698
6.43219	-2.63688	-2.77397	1.94861	1.29162	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0320243
6.44785	-2.71105	-2.4401	1.97568	1.21688	6.46538	-2.81029	6.45	-2.8	0	-2.72732	11.8616
6.49298	-2.85595	-2.48257	2.03034	1.20206	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.475859
6.55251	-3.00903	-2.59485	2.08974	1.1998	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	1.48298
6.60548	-3.17654	-2.66834	2.12836	1.16807	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.7373
6.66643	-3.30718	-2.61727	2.17288	1.14087	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.71625
6.72517	-3.47905	-2.69494	2.19865	1.09947	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.40161
6.78556	-3.59906	-2.5913	2.23516	1.06689	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	2.64797
6.84214	-3.76833	-2.65828	2.24798	1.01745	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.69745
6.89524	-3.87495	-2.50101	2.27677	0.981843	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	3.90209
6.94735	-4.04456	-2.56532	2.27628	0.924606	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	3.31158
6.98714	-4.12917	-2.35859	2.29648	0.889351	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	5.62526
7.03552	-4.27232	-2.40701	2.2949	0.841582	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	2.37935
7.13175	-4.40851	-2.6207	2.32535	0.836028	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	4.82345
7.19761	-4.56288	-2.67378	2.32128	0.788325	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.57995
7.25618	-4.65362	-2.53135	2.34129	0.764136	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	2.91922
7.32047	-4.79117	-2.56632	2.33966	0.723379	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.65732
7.39769	-4.89882	-2.50141	2.36137	0.703265	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.32333
7.45471	-5.05856	-2.53565	2.34177	0.64459	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.97378
7.56796	-5.19719	-2.80929	2.36407	0.64087	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	8.06298
7.6333	-5.3588	-2.84649	2.34138	0.585679	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.68975
7.69147	-5.45097	-2.64865	2.34933	0.559482	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.93719
7.74795	-5.59465	-2.6677	2.32998	0.512171	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.81668
7.85174	-5.72402	-2.77248	2.34747	0.503733	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.76805
7.92389	-5.88965	-2.80097	2.32503	0.453654	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.9885
7.98091	-5.98138	-2.53462	2.32999	0.428412	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	7.24532
8.04096	-6.13137	-2.55321	2.30796	0.383323	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.53132
8.13823	-6.24915	-2.60234	2.32288	0.377936	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.378417
8.21441	-6.38255	-2.61316	2.31632	0.351033	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.548604
8.32981	-6.5119	-2.74855	2.3333	0.35071	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.65628
8.40542	-6.65663	-2.76002	2.31827	0.317006	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.834952
8.49132	-6.76828	-2.67834	2.32428	0.304255	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.10827
8.55043	-6.92429	-2.69074	2.29379	0.257768	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.54485
8.63586	-7.04385	-2.66696	2.29579	0.24521	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.53345
8.68146	-7.21661	-2.68745	2.24987	0.186789	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.42305
8.76632	-7.33433	-2.7265	2.25314	0.181509	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.361455
8.82462	-7.4733	-2.7387	2.23077	0.150502	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.713085
8.90358	-7.59436	-2.70967	2.22979	0.140695	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.352727
8.95397	-7.75539	-2.72358	2.19432	0.0980429	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.28978
9.02598	-7.87778	-2.67939	2.18939	0.0866472	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.42838
9.06455	-8.04849	-2.70019	2.14445	0.0376469	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.66647
9.13486	-8.17405	-2.67461	2.1394	0.0298071	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.179238
9.19629	-8.31398	-2.68088	2.12381	0.0128666	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.200572
9.27836	-8.44279	-2.79385	2.12888	0.0209403	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.51642
9.31862	-8.59054	-2.80551	2.09794	-0.010548	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.728851
9.38379	-8.71437	-2.81475	2.09386	-0.0135926	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.218535
9.42579	-8.86929	-2.8376	2.06291	-0.0434561	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.66955
9.46327	-8.98854	-2.63447	2.03737	-0.0747636	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	4.98466
9.5043	-9.13358	-2.6396	2.01308	-0.0946273	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.314204
9.56176	-9.26661	-2.64645	2.00518	-0.09688	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.12912
9.59928	-9.41712	-2.65744	1.97887	-0.117408	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.306909
9.66237	-9.56076	-2.69693	1.97386	-0.114646	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.252569
9.70434	-9.71472	-2.7133	1.95164	-0.130159	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.1827
9.77406	-9.86308	-2.82643	1.95473	-0.116135	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.59994
9.80412	-10.012	-2.84032	1.92902	-0.135541	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.281865
9.82224	-10.1356	-2.65142	1.89551	-0.171095	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.07595
9.83242	-10.3033	-2.67819	1.8544	-0.201975	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.695517
9.87664	-10.4508	-2.72638	1.84732	-0.19503	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.379409
9.89962	-10.6107	-2.74357	1.82118	-0.210001	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.169511
9.9098	-10.7414	-2.61038	1.78748	-0.240334	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.18847
9.91207	-10.9021	-2.63306	1.7511	-0.26272	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.379971
9.92744	-11.0422	-2.60346	1.72858	-0.272831	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.178009
9.91604	-11.2066	-2.63165	1.68676	-0.29863	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.524204
9.93548	-11.3476	-2.67656	1.67642	-0.291111	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.28879
9.9234	-11.5059	-2.71303	1.63991	-0.312211	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.427508
9.90525	-11.6399	-2.58696	1.59344	-0.353138	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.77957
9.86169	-11.8113	-2.63209	1.5387	-0.387007	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.991134
9.82932	-11.9424	-2.53131	1.48886	-0.426144	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	1.88607
9.77055	-12.108	-2.57957	1.43113	-0.458766	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.974404
9.70535	-12.2223	-2.42103	1.35487	-0.529085	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	5.13035
9.64212	-12.3575	-2.43825	1.30327	-0.550319	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.626562
9.54138	-12.445	-2.22854	1.19285	-0.660482	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	11.3108
9.45949	-12.5634	-2.25208	1.13303	-0.682369	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.71755
9.35141	-12.6523	-2.12267	1.01777	-0.790148	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	9.84263
9.22769	-12.7672	-2.18903	0.934687	-0.826296	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.93056
9.13225	-12.8538	-2.17102	0.861442	-0.862537	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.91542
9.00163	-12.9559	-2.23751	0.783036	-0.890073	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	1.37898
8.88805	-13.0307	-2.23562	0.704655	-0.927099	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.12642
8.72809	-13.1322	-2.34551	0.621319	-0.954339	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	1.99132
8.51607	-13.1719	-2.41447	0.421348	-1.15487	8.43462	-13.263	8.4	-13.15	-2.72644	0	20.7776
8.36391	-13.2158	-2.446	0.339387	-1.17085	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.837438
8.1818	-13.2348	-2.56954	0.204153	-1.27506	8.10139	-13.1447	8.1	-13.15	-3.00083	0	5.85615
8.03527	-13.244	-2.58627	0.12533	-1.28806	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.75528
7.92732	-13.2668	-2.49062	0.0903879	-1.23652	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	1.91462
7.75485	-13.2805	-2.55766	0.0159342	-1.23877	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.766849
7.56432	-13.2573	-2.71953	-0.1008	-1.30905	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	4.50384
7.40673	-13.2218	-2.72734	-0.184345	-1.31903	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.468179
7.29144	-13.2061	-2.59646	-0.229312	-1.27643	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.31049
7.12958	-13.172	-2.64204	-0.297696	-1.27225	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.353092
7.0037	-13.1375	-2.57743	-0.353958	-1.25137	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.711796
6.81913	-13.1052	-2.67502	-0.402619	-1.22772	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.38486
6.74548	-13.095	-2.3339	-0.422033	-1.14874	6.53838	-13.1322	6.55	-13.15	-1.81656	0	13.4691
6.58213	-13.0711	-2.41231	-0.454063	-1.11657	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.27539
6.46101	-13.014	-2.39737	-0.509873	-1.10807	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.448867
6.29376	-12.9734	-2.479	-0.538192	-1.07486	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.3806
6.13664	-12.868	-2.70826	-0.615874	-1.10815	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.93976
5.97137	-12.7998	-2.77075	-0.647754	-1.07889	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.936033
5.86887	-12.7375	-2.61876	-0.686261	-1.04844	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.61618
5.69832	-12.6769	-2.68914	-0.6995	-1.00487	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.68598
5.57161	-12.5739	-2.7655	-0.753384	-1.00787	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.713459
5.3964	-12.4959	-2.838	-0.763204	-0.962981	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.78974
5.28616	-12.3997	-2.7915	-0.806462	-0.950833	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.408044
5.14135	-12.3076	-2.82813	-0.828121	-0.92099	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.687011
5.04976	-12.2159	-2.78336	-0.866447	-0.911707	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.383826
4.93462	-12.1197	-2.8066	-0.892627	-0.892623	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.299363
4.86752	-12.0382	-2.63332	-0.928931	-0.877437	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.04
4.78609	-11.933	-2.63756	-0.969447	-0.874095	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0103876
4.67982	-11.7817	-2.88524	-1.0155	-0.882556	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.90529
4.59027	-11.6569	-2.90324	-1.05092	-0.873467	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.166478
4.55144	-11.5679	-2.65205	-1.09557	-0.869454	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.31662
4.50888	-11.447	-2.64002	-1.14901	-0.879559	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.116116
4.40887	-11.2619	-2.98413	-1.18591	-0.8695	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.1321
4.38263	-11.0937	-2.97917	-1.25869	-0.894249	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.442091
4.40195	-10.9876	-2.57507	-1.3442	-0.934622	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.1397
4.39631	-10.8481	-2.56332	-1.41048	-0.94977	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.251336
4.38257	-10.7109	-2.56268	-1.46514	-0.952258	4.493	-10.7885	4.45	-10.7	0	2.72865	0.197464
